coo: 37.1307079_-6.4847347;E 00:00:00;A 00:00:00;E 00:20:00;A 00:20:00;E 00:40:00;A 00:40:00;E 01:00:00;A 01:00:00;E 01:20:00;A 01:20:00;E 01:40:00;A 01:40:00;E 02:00:00;A 02:00:00;E 02:20:00;A 02:20:00;E 02:40:00;A 02:40:00;E 03:00:00;A 03:00:00;E 03:20:00;A 03:20:00;E 03:40:00;A 03:40:00;E 04:00:00;A 04:00:00;E 04:20:00;A 04:20:00;E 04:40:00;A 04:40:00;E 05:00:00;A 05:00:00;E 05:20:00;A 05:20:00;E 05:40:00;A 05:40:00;E 06:00:00;A 06:00:00;E 06:20:00;A 06:20:00;E 06:40:00;A 06:40:00;E 07:00:00;A 07:00:00;E 07:20:00;A 07:20:00;E 07:40:00;A 07:40:00;E 08:00:00;A 08:00:00;E 08:20:00;A 08:20:00;E 08:40:00;A 08:40:00;E 09:00:00;A 09:00:00;E 09:20:00;A 09:20:00;E 09:40:00;A 09:40:00;E 10:00:00;A 10:00:00;E 10:20:00;A 10:20:00;E 10:40:00;A 10:40:00;E 11:00:00;A 11:00:00;E 11:20:00;A 11:20:00;E 11:40:00;A 11:40:00;E 12:00:00;A 12:00:00;E 12:20:00;A 12:20:00;E 12:40:00;A 12:40:00;E 13:00:00;A 13:00:00;E 13:20:00;A 13:20:00;E 13:40:00;A 13:40:00;E 14:00:00;A 14:00:00;E 14:20:00;A 14:20:00;E 14:40:00;A 14:40:00;E 15:00:00;A 15:00:00;E 15:20:00;A 15:20:00;E 15:40:00;A 15:40:00;E 16:00:00;A 16:00:00;E 16:20:00;A 16:20:00;E 16:40:00;A 16:40:00;E 17:00:00;A 17:00:00;E 17:20:00;A 17:20:00;E 17:40:00;A 17:40:00;E 18:00:00;A 18:00:00;E 18:20:00;A 18:20:00;E 18:40:00;A 18:40:00;E 19:00:00;A 19:00:00;E 19:20:00;A 19:20:00;E 19:40:00;A 19:40:00;E 20:00:00;A 20:00:00;E 20:20:00;A 20:20:00;E 20:40:00;A 20:40:00;E 21:00:00;A 21:00:00;E 21:20:00;A 21:20:00;E 21:40:00;A 21:40:00;E 22:00:00;A 22:00:00;E 22:20:00;A 22:20:00;E 22:40:00;A 22:40:00;E 23:00:00;A 23:00:00;E 23:20:00;A 23:20:00;E 23:40:00;A 23:40:00;
2024-07-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.49;61.56;4.04;64.51;7.68;67.36;11.39;70.14;15.17;72.86;19.01;75.55;22.89;78.22;26.81;80.91;30.76;83.64;34.72;86.44;38.71;89.35;42.69;92.42;46.67;95.72;50.62;99.33;54.52;103.38;58.36;108.03;62.09;113.52;65.64;120.22;68.93;128.63;71.80;139.42;74.02;153.25;75.28;170.10;75.34;188.37;74.17;205.42;72.02;219.52;69.19;230.54;65.92;239.12;62.39;245.93;58.67;251.51;54.84;256.22;50.94;260.31;46.99;263.95;43.01;267.27;39.03;270.36;35.04;273.28;31.07;276.09;27.12;278.82;23.19;281.51;19.31;284.18;15.47;286.86;11.68;289.58;7.96;292.35;4.31;295.20;0.75;298.14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.39;61.62;3.95;64.57;7.59;67.43;11.30;70.21;15.08;72.93;18.92;75.62;22.80;78.30;26.72;80.99;30.67;83.72;34.64;86.53;38.62;89.44;42.60;92.52;46.58;95.83;50.53;99.45;54.43;103.50;58.27;108.16;61.99;113.66;65.54;120.35;68.83;128.75;71.69;139.52;73.91;153.28;75.17;170.02;75.23;188.17;74.08;205.14;71.94;219.22;69.13;230.26;65.88;238.86;62.35;245.70;58.64;251.30;54.81;256.02;50.91;260.13;46.96;263.79;42.99;267.12;39.00;270.22;35.02;273.15;31.05;275.96;27.09;278.69;23.17;281.38;19.28;284.06;15.44;286.75;11.65;289.47;7.92;292.24;4.27;295.09;0.70;298.03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.29;61.68;3.85;64.64;7.49;67.50;11.21;70.28;14.99;73.01;18.82;75.70;22.71;78.39;26.63;81.08;30.58;83.81;34.55;86.62;38.53;89.55;42.52;92.63;46.49;95.94;50.44;99.57;54.34;103.64;58.17;108.30;61.89;113.81;65.44;120.50;68.72;128.90;71.58;139.63;73.79;153.33;75.05;169.95;75.12;187.98;73.98;204.87;71.87;218.92;69.07;229.97;65.83;238.59;62.30;245.46;58.60;251.08;54.78;255.82;50.88;259.94;46.93;263.61;42.96;266.96;38.98;270.06;34.99;273.00;31.02;275.82;27.06;278.56;23.13;281.26;19.24;283.94;15.40;286.63;11.61;289.35;7.88;292.12;4.22;294.97;0.65;297.91;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.19;61.75;3.74;64.71;7.39;67.57;11.11;70.36;14.89;73.09;18.73;75.79;22.61;78.48;26.54;81.17;30.49;83.91;34.46;86.73;38.44;89.66;42.42;92.75;46.40;96.07;50.34;99.71;54.25;103.78;58.07;108.45;61.79;113.96;65.33;120.67;68.60;129.05;71.46;139.76;73.66;153.38;74.92;169.89;75.00;187.79;73.88;204.60;71.78;218.62;69.00;229.67;65.77;238.32;62.25;245.20;58.55;250.85;54.74;255.61;50.84;259.75;46.90;263.43;42.93;266.79;38.94;269.91;34.96;272.85;30.98;275.68;27.03;278.42;23.10;281.12;19.20;283.81;15.36;286.50;11.56;289.23;7.83;292.00;4.17;294.85;0.60;297.80;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.08;61.83;3.64;64.79;7.29;67.66;11.01;70.45;14.79;73.18;18.63;75.88;22.52;78.57;26.44;81.28;30.39;84.02;34.37;86.84;38.35;89.78;42.33;92.87;46.30;96.20;50.25;99.85;54.15;103.93;57.97;108.61;61.69;114.13;65.22;120.84;68.49;129.22;71.33;139.90;73.53;153.45;74.79;169.85;74.88;187.61;73.77;204.33;71.69;218.32;68.92;229.37;65.70;238.04;62.20;244.95;58.51;250.61;54.69;255.39;50.80;259.55;46.86;263.25;42.89;266.61;38.90;269.74;34.92;272.70;30.94;275.53;26.98;278.28;23.05;280.99;19.16;283.67;15.31;286.37;11.51;289.10;7.78;291.88;4.12;294.73;0.54;297.68;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.03;61.91;3.53;64.87;7.18;67.74;10.90;70.54;14.69;73.28;18.53;75.98;22.42;78.68;26.35;81.39;30.30;84.14;34.27;86.96;38.25;89.90;42.24;93.01;46.21;96.35;50.15;100.00;54.05;104.09;57.87;108.78;61.58;114.32;65.11;121.03;68.37;129.40;71.20;140.05;73.39;153.54;74.66;169.81;74.75;187.44;73.66;204.05;71.59;218.01;68.84;229.06;65.63;237.75;62.14;244.68;58.45;250.37;54.64;255.17;50.75;259.34;46.81;263.05;42.84;266.43;38.86;269.57;34.87;272.53;30.90;275.37;26.94;278.13;23.01;280.84;19.11;283.54;15.26;286.24;11.46;288.97;7.72;291.75;4.05;294.61;0.47;297.56;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.14;61.99;3.42;64.96;7.07;67.84;10.80;70.64;14.59;73.38;18.43;76.09;22.32;78.79;26.25;81.50;30.20;84.26;34.17;87.09;38.16;90.04;42.14;93.15;46.11;96.50;50.05;100.16;53.95;104.26;57.77;108.97;61.47;114.51;64.99;121.23;68.24;129.59;71.07;140.21;73.25;153.63;74.51;169.78;74.61;187.27;73.54;203.78;71.49;217.69;68.75;228.75;65.56;237.45;62.07;244.41;58.39;250.12;54.59;254.94;50.70;259.13;46.76;262.86;42.80;266.25;38.81;269.40;34.83;272.37;30.85;275.21;26.89;277.98;22.95;280.70;19.06;283.39;15.20;286.10;11.40;288.83;7.66;291.62;3.99;294.48;0.40;297.43;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.26;62.09;3.31;65.06;6.96;67.94;10.69;70.74;14.48;73.49;18.33;76.20;22.22;78.90;26.15;81.62;30.10;84.38;34.08;87.22;38.06;90.18;42.04;93.30;46.01;96.66;49.95;100.33;53.84;104.45;57.66;109.16;61.35;114.71;64.87;121.44;68.11;129.80;70.93;140.39;73.11;153.74;74.36;169.77;74.47;187.11;73.41;203.52;71.38;217.38;68.65;228.43;65.47;237.15;62.00;244.13;58.32;249.86;54.53;254.70;50.64;258.91;46.71;262.65;42.74;266.06;38.76;269.22;34.77;272.20;30.79;275.05;26.83;277.82;22.90;280.54;19.00;283.25;15.14;285.96;11.33;288.69;7.59;291.48;3.91;294.34;0.32;297.30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.38;62.18;3.19;65.16;6.85;68.04;10.58;70.85;14.38;73.60;18.22;76.32;22.12;79.03;26.04;81.75;30.00;84.52;33.97;87.36;37.96;90.33;41.94;93.46;45.91;96.83;49.85;100.51;53.74;104.64;57.55;109.36;61.24;114.93;64.75;121.66;67.98;130.02;70.79;140.58;72.96;153.86;74.21;169.76;74.32;186.96;73.27;203.25;71.26;217.06;68.55;228.11;65.38;236.84;61.92;243.84;58.25;249.59;54.46;254.46;50.58;258.68;46.65;262.44;42.68;265.86;38.70;269.03;34.71;272.02;30.73;274.88;26.77;277.66;22.83;280.39;18.93;283.10;15.07;285.81;11.26;288.55;7.51;291.34;3.84;294.21;0.24;297.16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.50;62.29;3.08;65.27;6.74;68.15;10.47;70.97;14.27;73.72;18.12;76.44;22.01;79.16;25.94;81.89;29.90;84.66;33.87;87.51;37.86;90.48;41.84;93.63;45.81;97.00;49.74;100.70;53.63;104.84;57.44;109.58;61.12;115.15;64.62;121.89;67.85;130.25;70.64;140.78;72.80;153.99;74.05;169.77;74.16;186.82;73.13;202.99;71.13;216.75;68.44;227.78;65.29;236.53;61.83;243.55;58.18;249.33;54.39;254.21;50.51;258.45;46.58;262.23;42.62;265.66;38.64;268.84;34.65;271.84;30.67;274.71;26.71;277.49;22.77;280.23;18.86;282.94;15.00;285.66;11.19;288.40;7.43;291.20;3.75;294.07;0.16;297.03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.62;62.40;2.96;65.38;6.62;68.27;10.36;71.09;14.15;73.85;18.01;76.58;21.90;79.29;25.84;82.03;29.79;84.81;33.77;87.67;37.75;90.65;41.73;93.80;45.70;97.19;49.64;100.90;53.52;105.05;57.32;109.80;61.00;115.39;64.49;122.14;67.71;130.49;70.49;141.00;72.64;154.13;73.88;169.78;74.00;186.68;72.98;202.73;71.00;216.43;68.33;227.45;65.19;236.21;61.74;243.25;58.09;249.05;54.31;253.96;50.44;258.22;46.51;262.00;42.55;265.45;38.57;268.64;34.58;271.65;30.60;274.53;26.64;277.32;22.69;280.06;18.79;282.78;14.92;285.50;11.10;288.25;7.35;291.05;3.67;293.92;0.06;296.88;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.75;62.51;2.83;65.50;6.50;68.40;10.24;71.22;14.04;73.98;17.90;76.71;21.79;79.44;25.73;82.18;29.69;84.96;33.66;87.83;37.65;90.82;41.63;93.98;45.59;97.38;49.53;101.10;53.41;105.26;57.20;110.03;60.88;115.64;64.36;122.39;67.56;130.75;70.34;141.23;72.47;154.28;73.71;169.81;73.83;186.55;72.82;202.48;70.86;216.11;68.21;227.12;65.08;235.89;61.64;242.95;58.00;248.77;54.23;253.69;50.36;257.97;46.44;261.78;42.48;265.24;38.50;268.44;34.51;271.46;30.53;274.35;26.56;277.15;22.62;279.89;18.71;282.62;14.84;285.35;11.02;288.10;7.26;290.90;3.57;293.78;-0.03;296.74;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.71;65.63;6.38;68.53;10.12;71.35;13.93;74.12;17.78;76.86;21.68;79.59;25.62;82.33;29.58;85.13;33.56;88.00;37.54;91.00;41.52;94.17;45.48;97.58;49.42;101.31;53.29;105.49;57.08;110.28;60.75;115.89;64.23;122.66;67.42;131.01;70.18;141.46;72.30;154.45;73.53;169.84;73.66;186.43;72.66;202.23;70.72;215.80;68.08;226.79;64.97;235.56;61.54;242.64;57.91;248.48;54.14;253.43;50.28;257.73;46.36;261.55;42.40;265.02;38.42;268.24;34.43;271.27;30.45;274.16;26.48;276.97;22.53;279.72;18.62;282.45;14.75;285.18;10.93;287.94;7.17;290.75;3.47;293.62;-0.14;296.59;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.58;65.76;6.26;68.66;10.00;71.49;13.81;74.26;17.67;77.01;21.57;79.74;25.51;82.49;29.47;85.30;33.45;88.18;37.43;91.18;41.41;94.37;45.37;97.79;49.30;101.54;53.17;105.73;56.96;110.53;60.62;116.16;64.09;122.94;67.27;131.29;70.02;141.71;72.12;154.62;73.34;169.89;73.47;186.31;72.49;201.99;70.56;215.48;67.94;226.45;64.85;235.23;61.43;242.33;57.81;248.19;54.05;253.16;50.19;257.47;46.27;261.31;42.31;264.80;38.33;268.03;34.35;271.07;30.36;273.97;26.39;276.79;22.45;279.55;18.53;282.28;14.66;285.02;10.83;287.78;7.07;290.59;3.37;293.47;-0.25;296.44;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.45;65.90;6.13;68.80;9.88;71.64;13.69;74.41;17.55;77.16;21.46;79.90;25.40;82.66;29.36;85.47;33.34;88.36;37.32;91.38;41.30;94.57;45.26;98.00;49.19;101.77;53.06;105.97;56.84;110.79;60.49;116.44;63.95;123.22;67.11;131.57;69.85;141.97;71.94;154.81;73.16;169.94;73.29;186.21;72.32;201.75;70.41;215.17;67.80;226.12;64.72;234.90;61.32;242.01;57.70;247.90;53.95;252.88;50.09;257.22;46.18;261.07;42.22;264.57;38.24;267.81;34.26;270.86;30.27;273.78;26.30;276.60;22.35;279.37;18.44;282.11;14.56;284.85;10.73;287.61;6.96;290.43;3.26;293.31;-0.36;296.29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.32;66.04;6.01;68.95;9.76;71.79;13.57;74.57;17.44;77.32;21.34;80.07;25.28;82.84;29.25;85.65;33.23;88.55;37.21;91.58;41.19;94.78;45.15;98.23;49.07;102.00;52.93;106.23;56.71;111.06;60.35;116.72;63.80;123.52;66.96;131.87;69.68;142.24;71.76;155.00;72.96;170.00;73.09;186.11;72.13;201.52;70.24;214.86;67.65;225.78;64.59;234.57;61.20;241.69;57.59;247.60;53.84;252.60;49.99;256.95;46.08;260.82;42.13;264.34;38.15;267.59;34.16;270.65;30.18;273.58;26.21;276.41;22.26;279.18;18.34;281.93;14.45;284.68;10.62;287.45;6.85;290.27;3.14;293.15;-0.48;296.13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.19;66.19;5.88;69.10;9.63;71.95;13.45;74.73;17.32;77.49;21.23;80.24;25.17;83.02;29.13;85.84;33.11;88.75;37.10;91.79;41.08;95.00;45.03;98.46;48.95;102.25;52.81;106.49;56.58;111.34;60.22;117.02;63.65;123.83;66.80;132.17;69.50;142.51;71.57;155.20;72.76;170.07;72.90;186.02;71.95;201.29;70.07;214.55;67.50;225.44;64.45;234.23;61.07;241.37;57.47;247.29;53.73;252.32;49.89;256.69;45.98;260.58;42.03;264.10;38.05;267.37;34.06;270.44;30.08;273.37;26.10;276.21;22.15;278.99;18.23;281.75;14.35;284.50;10.51;287.28;6.73;290.10;3.02;292.99;-0.61;295.97;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.06;66.34;5.75;69.26;9.51;72.11;13.33;74.90;17.20;77.67;21.11;80.42;25.05;83.20;29.02;86.04;33.00;88.95;36.98;92.00;40.96;95.22;44.92;98.70;48.83;102.50;52.69;106.76;56.45;111.62;60.08;117.32;63.50;124.14;66.63;132.49;69.32;142.80;71.37;155.41;72.56;170.15;72.69;185.94;71.75;201.07;69.89;214.25;67.34;225.11;64.30;233.89;60.93;241.05;57.35;246.99;53.61;252.03;49.77;256.42;45.87;260.32;41.92;263.87;37.94;267.14;33.96;270.23;29.97;273.17;26.00;276.02;22.04;278.80;18.12;281.56;14.23;284.32;10.39;287.10;6.61;289.93;2.90;292.82;-0.74;295.81;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.92;66.51;5.62;69.43;9.38;72.28;13.20;75.08;17.08;77.85;20.99;80.61;24.94;83.40;28.90;86.24;32.88;89.16;36.87;92.22;40.84;95.46;44.80;98.94;48.71;102.76;52.56;107.04;56.32;111.92;59.93;117.63;63.35;124.47;66.46;132.81;69.14;143.09;71.17;155.63;72.35;170.24;72.48;185.86;71.55;200.85;69.71;213.95;67.17;224.77;64.15;233.55;60.79;240.72;57.22;246.68;53.49;251.74;49.66;256.15;45.75;260.06;41.81;263.62;37.83;266.91;33.85;270.01;29.86;272.96;25.89;275.81;21.93;278.61;18.00;281.37;14.11;284.14;10.27;286.92;6.49;289.76;2.77;292.66;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.78;66.67;5.48;69.60;9.25;72.45;13.08;75.26;16.95;78.03;20.87;80.80;24.82;83.60;28.79;86.44;32.77;89.38;36.75;92.45;40.73;95.70;44.68;99.20;48.59;103.03;52.43;107.32;56.18;112.22;59.79;117.95;63.19;124.80;66.29;133.14;68.95;143.40;70.97;155.86;72.13;170.34;72.26;185.79;71.34;200.64;69.52;213.65;67.00;224.44;63.99;233.21;60.65;240.39;57.08;246.36;53.36;251.44;49.53;255.87;45.64;259.80;41.69;263.38;37.72;266.68;33.73;269.78;29.75;272.75;25.77;275.61;21.81;278.41;17.88;281.18;13.99;283.95;10.14;286.74;6.35;289.58;2.63;292.48;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.65;66.84;5.35;69.78;9.12;72.63;12.95;75.44;16.83;78.22;20.75;81.00;24.70;83.80;28.67;86.66;32.65;89.60;36.63;92.68;40.61;95.94;44.55;99.46;48.46;103.31;52.30;107.62;56.04;112.54;59.64;118.28;63.03;125.14;66.12;133.48;68.76;143.71;70.76;156.10;71.91;170.44;72.04;185.74;71.13;200.44;69.32;213.36;66.81;224.10;63.82;232.87;60.50;240.06;56.94;246.05;53.23;251.15;49.40;255.59;45.51;259.54;41.57;263.13;37.60;266.44;33.61;269.56;29.62;272.53;25.65;275.40;21.69;278.21;17.76;280.99;13.86;283.76;10.01;286.56;6.22;289.40;2.49;292.31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.50;67.02;5.21;69.96;8.99;72.82;12.82;75.63;16.70;78.42;20.62;81.20;24.58;84.01;28.55;86.88;32.53;89.83;36.51;92.92;40.48;96.20;44.43;99.72;48.33;103.59;52.17;107.92;55.90;112.86;59.49;118.62;62.87;125.49;65.94;133.83;68.56;144.03;70.55;156.34;71.69;170.56;71.81;185.68;70.91;200.24;69.11;213.07;66.63;223.77;63.65;232.53;60.34;239.73;56.79;245.73;53.09;250.85;49.27;255.30;45.38;259.27;41.44;262.87;37.47;266.20;33.49;269.33;29.50;272.31;25.52;275.19;21.56;278.01;17.62;280.79;13.73;283.57;9.87;286.37;6.08;289.22;2.34;292.13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.36;67.20;5.07;70.14;8.85;73.01;12.69;75.83;16.58;78.62;20.50;81.41;24.45;84.23;28.43;87.10;32.41;90.07;36.39;93.17;40.36;96.45;44.31;100.00;48.20;103.88;52.03;108.23;55.76;113.18;59.34;118.96;62.70;125.85;65.76;134.18;68.36;144.35;70.33;156.59;71.46;170.67;71.58;185.64;70.69;200.05;68.90;212.78;66.43;223.44;63.47;232.19;60.17;239.39;56.64;245.41;52.94;250.54;49.13;255.02;45.24;259.00;41.31;262.62;37.34;265.96;33.35;269.10;29.37;272.09;25.39;274.98;21.42;277.80;17.49;280.59;13.59;283.38;9.73;286.19;5.93;289.04;2.19;291.95;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.22;67.39;4.94;70.34;8.72;73.21;12.56;76.03;16.45;78.83;20.38;81.63;24.33;84.45;28.30;87.33;32.29;90.31;36.27;93.42;40.24;96.72;44.18;100.28;48.07;104.18;51.90;108.54;55.61;113.52;59.18;119.32;62.54;126.21;65.57;134.55;68.16;144.69;70.11;156.85;71.22;170.80;71.34;185.60;70.46;199.87;68.69;212.51;66.24;223.12;63.29;231.85;60.00;239.06;56.48;245.09;52.79;250.24;48.98;254.73;45.10;258.73;41.17;262.36;37.20;265.71;33.22;268.86;29.23;271.86;25.25;274.76;21.29;277.59;17.35;280.39;13.44;283.18;9.58;285.99;5.78;288.85;2.04;291.77;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.07;67.59;4.80;70.54;8.58;73.41;12.43;76.24;16.32;79.05;20.25;81.85;24.21;84.68;28.18;87.57;32.16;90.56;36.15;93.68;40.11;96.99;44.05;100.57;47.94;104.48;51.76;108.86;55.47;113.86;59.03;119.68;62.36;126.58;65.38;134.92;67.95;145.02;69.88;157.11;70.98;170.93;71.10;185.57;70.22;199.69;68.47;212.23;66.03;222.79;63.10;231.51;59.83;238.72;56.31;244.77;52.63;249.93;48.83;254.44;44.95;258.45;41.02;262.10;37.06;265.46;33.08;268.62;29.09;271.63;25.11;274.54;21.14;277.38;17.20;280.18;13.29;282.98;9.43;285.80;5.62;288.66;1.88;291.59;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-07-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.93;67.79;4.65;70.74;8.45;73.62;12.30;76.46;16.19;79.26;20.12;82.08;24.08;84.91;28.06;87.81;32.04;90.81;36.02;93.94;39.99;97.27;43.92;100.86;47.81;104.80;51.62;109.19;55.32;114.21;58.86;120.04;62.19;126.96;65.19;135.29;67.74;145.37;69.65;157.38;70.74;171.07;70.85;185.55;69.98;199.53;68.24;211.96;65.82;222.47;62.90;231.18;59.64;238.39;56.14;244.44;52.47;249.62;48.67;254.15;44.80;258.17;40.87;261.83;36.91;265.21;32.93;268.38;28.94;271.40;24.96;274.32;20.99;277.17;17.05;279.98;13.14;282.78;9.27;285.60;5.46;288.47;1.71;291.40;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-08-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.78;67.99;4.51;70.95;8.31;73.83;12.16;76.67;16.06;79.49;19.99;82.31;23.95;85.15;27.93;88.06;31.92;91.07;35.90;94.21;39.86;97.56;43.79;101.16;47.67;105.11;51.47;109.53;55.17;114.56;58.70;120.42;62.01;127.35;65.00;135.67;67.52;145.72;69.42;157.65;70.49;171.21;70.60;185.53;69.73;199.36;68.00;211.70;65.60;222.16;62.70;230.84;59.45;238.05;55.96;244.12;52.30;249.31;48.51;253.85;44.64;257.89;40.72;261.57;36.76;264.96;32.78;268.14;28.79;271.17;24.81;274.09;20.84;276.95;16.89;279.77;12.98;282.58;9.11;285.41;5.29;288.28;1.54;291.21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
